company_name,company_number,company_status,company_type,date_of_cessation,date_of_creation,sic_codes,company_subtype,address_line_1,locality,postal_code,address_line_2,region,country,SICCODE_0,SICCODE_1,SICCODE_2,SICCODE_3,Value
ACCOUNTABLE CARE ENTERPRISE LIMITED,11056875,Active,ltd,,09-11-2017,[86210],,8 THE COURTYARD WYNCOLLS ROAD,COLCHESTER,CO4 9PE,SEVERALLS INDUSTRIAL PARK,Essex,UNITED KINGDOM,86210,,,,
ACCRINGTON PRIME MEDICAL LIMITED,9441077,Active,ltd,,16-02-2015,[86210],,16 EDEN PARK,BLACKBURN,BB2 7HJ,,,ENGLAND,86210,,,,
ACCU.MED LIMITED,11024017,Active,ltd,,20-10-2017,[86210],,MANNDALIN,LEEDS,LS17 8AZ,HARROGATE VIEW,,ENGLAND,86210,,,,
ACCUHEART LTD,12116868,Active,ltd,,23-07-2019,[86210],,18 ALFORD HOUSE,London,N6 5AL,STANHOPE ROAD,,ENGLAND,86210,,,,
ACCURADIOLOGY LTD,13718088,Active,ltd,,02-11-2021,[86210],,66 HIGHDOWN,WORCESTER PARK,KT4 7JB,,,ENGLAND,86210,,,,
ACE ADVANCED PRACTITIONER LTD,14478015,Active,ltd,,11-11-2022,[86210],,VICARAGE COURT,SWINDON,SN3 4NE,160 ERMIN STREET,,ENGLAND,86210,,,,
ACE LIVING SOLUTIONS LTD,11849309,Active,ltd,,27-02-2019,[86210],,4 AZTEC ROW,ISLINGTON,N1 0PW,BERNERS ROAD,London,UNITED KINGDOM,86210,,,,
ACE LOCUMS LIMITED,3105144,Active,ltd,,22-09-1995,[86210],,30 BULSTRODE WAY,Buckinghamshire,SL9 7QU,GERRARDS CROSS,,,86210,,,,
ACE MEDICAL & AESTHETICS LTD,13761550,Active,ltd,,23-11-2021,[86210],,14 ELM COURT,LEYLAND,PR25 1FF,,,UNITED KINGDOM,86210,,,,
ACE MEDICAL CARE LIMITED,12783217,Active,ltd,,31-07-2020,[86210],,238 MAGPIE CLOSE,ENFIELD,EN1 4JG,,,ENGLAND,86210,,,,
ACE MEDICAL LTD,12609778,Active,ltd,,19-05-2020,[86210],,HAWTHORNE HOUSE,LEICESTER,LE5 6DL,17A HAWTHORNE DRIVE,,ENGLAND,86210,,,,
ACE MEDICAL PARTNERSHIP UK LIMITED,11806704,Active,ltd,,05-02-2019,[86210],,27 POUND ROAD,BIRMINGHAM,B14 5SB,DRUIDS HEATH,West Midlands,UNITED KINGDOM,86210,,,,
ACE MEDICAL SERVICES LIMITED,10443499,Active,ltd,,24-10-2016,[86210],,CHARTER HOUSE,LEIGH-ON-SEA,SS9 1JL,103-105 LEIGH ROAD,,ENGLAND,86210,,,,
ACE MEDICALS CONSULTANCY LIMITED,7104117,Active - Proposal to Strike off,ltd,,14-12-2009,[86210],,12 PARK FARM WAY,PETERBOROUGH,PE2 8UN,,,ENGLAND,86210,,,,
ACE MODE LTD,13947225,Active,ltd,,01-03-2022,[86210],,4 CHAPELHOUSE DRIVE,PETERBOROUGH,PE7 8TP,HAMPTON WATER,,ENGLAND,86210,,,,
ACE PROFICIENTS LTD,14105438,Active,ltd,,13-05-2022,[86210],,5 CORNFIELD TERRACE,EASTBOURNE,BN21 4NN,,East Sussex,UNITED KINGDOM,86210,,,,
ACE SKINCARE LTD,9801134,Active,ltd,,30-09-2015,[86210],,14 GREEN HILL ROAD,LEEDS,LS12 3QA,,West Yorkshire,,86210,,,,
ACEMEDS LTD,9924889,Active,ltd,,21-12-2015,[86210],,75 ELM ROAD,DARTFORD,DA1 2RX,,,UNITED KINGDOM,86210,,,,
ACER MEDICAL CONSULTANT LIMITED,14288605,Active,ltd,,10-08-2022,[86210],,40 MAYALL DRIVE,SUTTON COLDFIELD,B75 5LR,,West Midlands,UNITED KINGDOM,86210,,,,
ACER QUALITY HEALTHCARE LTD,13683588,Active,ltd,,15-10-2021,[86210],,36 WISTASTON ROAD,NANTWICH,CW5 6PX,WILLASTON,,ENGLAND,86210,,,,
ACESO MEDICAL LIMITED,8344864,Active,ltd,,02-01-2013,[86210],,GREEN FIELDS BEAUMONT ROAD,BOLTON,BL6 4JJ,LOSTOCK,,,86210,,,,
ACHAL LIMITED,5592773,Active,ltd,,14-10-2005,[86210],,10 MEADOW WAY,CHIGWELL,IG7 6LP,,,ENGLAND,86210,,,,
ACHAR ENTERPRISES LTD,7179353,Active,ltd,,05-03-2010,[86210],,58 WARRINGTON ROAD,IPSWICH,IP1 3RE,,Suffolk,,86210,,,,
ACHIEVE WEIGHT MANAGEMENT LTD,14226858,Active,ltd,,11-07-2022,[86210],,3 MANOR FARM CLOSE,BICESTER,OX25 2NA,MERTON,,ENGLAND,86210,,,,
ACHOR HEALTHCARE LIMITED,8443132,Active,ltd,,13-03-2013,[86210],,THE OLD WHEEL HOUSE,REIGATE,RH2 0AD,31/37 CHURCH STREET,Surrey,ENGLAND,86210,,,,
ACKINS LTD,13002349,Active,ltd,,06-11-2020,[86210],,MR AKINJIDE AKINOLA 97 LUFFIELD ROAD,London,SE2 9JW,ABBEY WOOD,Kent,UNITED KINGDOM,86210,,,,
ACKROYD ECP LTD,13357522,Active,ltd,,26-04-2021,[86210],,12 VICTORIA ROAD,BARNSLEY,S70 2BB,,South Yorkshire,UNITED KINGDOM,86210,,,,
ACL ENTERPRISES LIMITED,5123957,Active,ltd,,10-05-2004,[86210],,PICTON HOUSE,CHEPSTOW,NP16 5HJ,LOWER CHURCH STREET,,WALES,86210,,,,
ACLEITCH LTD,SC714795,Active,ltd,,11-11-2021,[86210],,71 EDAY CRESCENT,KILMARNOCK,KA3 2HJ,,,SCOTLAND,86210,,,,
ACLS TRAINING SERVICES LIMITED,14015599,Active,ltd,,31-03-2022,[86210],,"DEPT 849A, 196 HIGH ROAD",London,N22 8HH,WOOD GREEN,,UNITED KINGDOM,86210,,,,
ACMED SERVICES LTD,9046242,Active,ltd,,19-05-2014,[86210],,FRED MICHAEL & CO LTD,ROMFORD,RM6 6LS,HIGH ROAD,,ENGLAND,86210,,,,
ACNJ LTD,14067749,Active,ltd,,25-04-2022,[86210],,4 SACKVILLE ROAD,SUTTON,SM2 6HS,,,ENGLAND,86210,,,,
ACORN CARE & NURSING LIMITED,6002845,Liquidation,ltd,,20-11-2006,[86210],,BULMAN HOUSE,GOSFORTH,NE3 3LS,REGENT CENTRE,NEWCASTLE UPON TYNE,,86210,,,,
ACORN DIAGNOSTICS LTD,13580139,Active,ltd,,23-08-2021,[86210],,13 WASHINGTON BUILDINGS,PENARTH,CF64 2AD,STANWELL ROAD,,WALES,86210,,,,
ACORN HEALTHCARE SERVICES LTD,13194046,Active,ltd,,10-02-2021,[86210],,13 WASHINGTON BUILDINGS,PENARTH,CF64 2AD,STANWELL ROAD,,WALES,86210,,,,
ACORN IMAGING LTD,12765490,Active,ltd,,24-07-2020,[86210],,14 ROSE VALLEY,BRENTWOOD,CM14 4HZ,,,ENGLAND,86210,,,,
ACORNLEY ORTHOPAEDICS LIMITED,11926371,Active,ltd,,04-04-2019,[86210],,ELMTREE HOUSE,SKIPTON,BD23 3TU,THORNTON-IN-CRAVEN,North Yorkshire,ENGLAND,86210,,,,
ACQUAH PHARMA LTD,13817568,Active,ltd,,24-12-2021,[86210],,FLAT 5 THE RIVER BUILDING,LEICESTER,LE3 5LD,64 BEDE STREET,Leicestershire,,86210,,,,
ACRE 1214 LIMITED,11392866,Active,ltd,,01-06-2018,[86210],,ACRE HOUSE,London,NW1 3ER,11/15 WILLIAM ROAD,,UNITED KINGDOM,86210,,,,
ACRE MEDICAL SERVICES LIMITED,4999200,Active,ltd,,18-12-2003,[86210],,C/O AMIN PATEL & SHAH,334-336 GOSWELL ROAD,EC1V 7RP,ACCOUNTANTS,London,,86210,,,,
ACREWOOD MEDICAL LIMITED,6831866,Active,ltd,,27-02-2009,[86210],,ELTHORNE GATE,PINNER,HA5 5QA,64 HIGH STREET,Middlesex,ENGLAND,86210,,,,
ACRIA DIAGNOSTICS LIMITED,13770793,Active,ltd,,29-11-2021,[86210],,SUITE G04,London,WC2A 1HR,"1 QUALITY COURT, CHANCERY LANE",,ENGLAND,86210,,,,
ACROSS THE LIFESPAN LTD,11926426,Active,ltd,,04-04-2019,[86210],,70 HARLEY STREET,London,W1G 7HF,(FIRST FLOOR),,UNITED KINGDOM,86210,,,,
ACS HEALTH LIMITED,14043891,Active,ltd,,13-04-2022,[86210],,8 CASSIDY DRIVE,LANCASTER,LA1 3FR,,,ENGLAND,86210,,,,
ACS MED LTD,10245162,Active,ltd,,22-06-2016,[86210],,9 LOCHMADDY CLOSE,STOCKPORT,SK7 6BA,HAZEL GROVE,,ENGLAND,86210,,,,
ACST MEDICAL LTD,9486027,Active,ltd,,12-03-2015,[86210],,CKW CHARTERED CERTIFIED ACCOUNTANTS,MANCHESTER,M19 1NR,469 KINGSWAY,,ENGLAND,86210,,,,
ACTERNA LIMITED,13975288,Active,ltd,,14-03-2022,[86210],,244 THE COLONNADES,London,W11 2SU,BAYSWATER,,UNITED KINGDOM,86210,,,,
ACTION MEDICS LIMITED,11767377,Active,ltd,,15-01-2019,[86210],,24 MATTHIAS COURT,RICHMOND,TW10 6LL,119 CHURCH ROAD,,ENGLAND,86210,,,,
ACTIVE BODY CENTRE LIMITED,4815896,Active,ltd,,30-06-2003,[86210],,ST GEORGE'S HOUSE,WOLVERHAMPTON,WV2 1EZ,LEVER STREET,West Midlands,ENGLAND,86210,,,,
ACTIVE CHIROPRACTIC CENTRES LTD,8937017,Active,ltd,,13-03-2014,[86210],,BOWDEN HOUSE,MARKET HARBOROUGH,LE16 9HE,36 NORTHAMPTON ROAD,Leicestershire,,86210,,,,
ACTIVE HEALTH SUPPORT SERVICES LIMITED,5576756,Active,ltd,,28-09-2005,[86210],,40 SCHOLARS DRIVE,HULL,HU5 2DB,NEWLAND COURT,East Yorkshire,,86210,,,,
ACTIVE HOLISTIC HEALTH LIMITED,12178163,Active,ltd,,28-08-2019,[86210],,14 SOUTHBROOK TERRACE,BRADFORD,BD7 1AD,,,ENGLAND,86210,,,,
ACTIVE MEDICAL LIMITED,4432916,Active,ltd,,08-05-2002,[86210],,CLINT MILL,PENRITH,CA11 7HW,CORNMARKET,,UNITED KINGDOM,86210,,,,
ACTIVE PERFUSION SERVICES LTD,8672478,Active - Proposal to Strike off,ltd,,02-09-2013,[86210],,UNIT 11 FISHER STREET GALLERIES 18,CARLISLE,CA3 8RH,FISHER STREET,,ENGLAND,86210,,,,
ACTIVE REHAB CLINIC PHYSIO LTD,10581853,Active,ltd,,24-01-2017,[86210],,H A T S THE WHITE HOUSE,GLOUCESTER,GL3 3SH,162 HUCCLECOTE ROAD,,ENGLAND,86210,,,,
ACTIVE62 COMPANY LTD,14161124,Active,ltd,,09-06-2022,[86210],,SUITE G04,London,WC2A 1HR,"1 QUALITY COURT, CHANCERY LANE",,ENGLAND,86210,,,,
ACTIVUS MEDICALS LTD,11674054,Active,ltd,,13-11-2018,[86210],,UNITY HOUSE FLETCHER STREET,MANCHESTER,BL3 6NE,BOLTON,Greater Manchester,ENGLAND,86210,,,,
ACTON LANE MEDICAL CENTRE LIMITED,12929899,Active,ltd,,05-10-2020,[86210],,31 THORNBURY AVENUE,ISLEWORTH,TW7 4NF,,,ENGLAND,86210,,,,
ACTON MEDICAL SERVICES LIMITED,11271605,Active,ltd,,23-03-2018,[86210],,247 GRAY'S INN ROAD,London,WC1X 8QZ,,,UNITED KINGDOM,86210,,,,
ACU FAMILY HEALTHCARE LTD,14003601,Active,ltd,,25-03-2022,[86210],,UNIT 2.27 ST. NICHOLAS SHOPPING CENTRE,SUTTON,SM1 1AY,3 ST. NICHOLAS WAY,GREAT London,ENGLAND,86210,,,,
ACUDA MEDICARE LIMITED,13531204,Active,ltd,,26-07-2021,[86210],,14 SHIPTON ROAD,SUTTON COLDFIELD,B72 1NR,,,ENGLAND,86210,,,,
ACUITY HEALTH LTD,13921719,Active,ltd,,17-02-2022,[86210],,20 MORNINGTON ROAD,WOODFORD GREEN,IG8 0TL,,,ENGLAND,86210,,,,
ACUPUNCTURE-ACUTHERAPY LIMITED,13524865,Active,ltd,,22-07-2021,[86210],,261 HATHERLEY ROAD,CHELTENHAM,GL51 6HF,,,UNITED KINGDOM,86210,,,,
ACUTE CARE GP LTD,13803481,Active,ltd,,15-12-2021,[86210],,6A QUEENS PARK ROAD,BIRMINGHAM,B32 2LA,,,ENGLAND,86210,,,,
ACUTE CONSULTANT CARE LIMITED,9086941,Active,ltd,,16-06-2014,[86210],,C/O AZETS BURNHAM YARD,BEACONSFIELD,HP9 2JH,London END,Bucks,UNITED KINGDOM,86210,,,,
ACUTE HEALTHCARE LIMITED,6419245,Active,ltd,,06-11-2007,[86210],,416 GREEN LANE,Essex,IG3 9JX,ILFORD,,,86210,,,,
ACUTE MEDICAL LTD,2942318,Active,ltd,,24-06-1994,[86210],,BARN COTTAGE NEW ROAD,STAMFORD,PE9 3NN,EASTON ON THE HILL,Lincolnshire,,86210,,,,
ACUTE MEDICINE LTD,7751560,Active - Proposal to Strike off,ltd,,24-08-2011,[86210],,FIRST FLOOR,MANCHESTER,M2 3NG,49 PETER STREET,,ENGLAND,86210,,,,
ACW MEDICAL SERVICE LTD,13352797,Active,ltd,,22-04-2021,[86210],,17 STUBLEY PLACE,DRONFIELD,S18 1NZ,,Derbyshire,ENGLAND,86210,,,,
ACW OCCUPATIONAL HEALTH LTD,9269043,Active,ltd,,17-10-2014,[86210],,312 CHARMINSTER ROAD,BOURNEMOUTH,BH8 9RT,CHARMINSTER,Dorset,,86210,,,,
AD HEALTHCARE SERVICE LTD,9355078,Active,ltd,,15-12-2014,[86210],,3 QUEEN AVENUE QUEEN AVENUE,ROTHERHAM,S66 7HW,MALTBY,,ENGLAND,86210,,,,
AD LIVER PARTNERS LIMITED,12342360,Active,ltd,,02-12-2019,[86210],,2 ST MARYS ROAD,TONBRIDGE,TN9 2LB,,Kent,UNITED KINGDOM,86210,,,,
AD LOCUM SERVICES LTD,9498528,Active,ltd,,19-03-2015,[86210],,51 MILLS LANE,CAMBRIDGE,CB24 3DG,LONGSTANTON,,ENGLAND,86210,,,,
AD MEDIC LIMITED,14202152,Active,ltd,,28-06-2022,[86210],,21 ANSTEY FIELDS,BIRMINGHAM,B23 5RL,,,ENGLAND,86210,,,,
AD MEDICAL CARE LIMITED,13842106,Active,ltd,,11-01-2022,[86210],,1A BOSDEN HOUSE COTTAGES,STOCKPORT,SK2 5HH,OFFERTON ROAD,,ENGLAND,86210,,,,
"""REALTY"" THE LONDON PROPERTY BROKERS LIMITED",1816008,Active,ltd,,14-05-1984,[68310],,3RD FLOOR,LONDON,SW7 4AG,114A CROMWELL ROAD,,UNITED KINGDOM,68310,,,,
(UK) BUY IN TURKEY LTD,13809345,Active,ltd,,20-12-2021,[68310],,SUITE 306 STANMORE BUSINESS CENTRE,LONDON,HA7 1BT,HOWARD ROAD,,UNITED KINGDOM,68310,,,,
(UK) PROPERTY POT LTD,9695690,Active,ltd,,21-07-2015,[68310],,10 WHARNCLIFFE ROAD,LONDON,SE25 6SG,,,ENGLAND,68310,,,,
0161 LETTINGS AND MANAGEMENT LIMITED,6723968,Active,ltd,,15-10-2008,[68310],,33 HAZELWOOD,OLDHAM,OL9 9TB,CHADDERTON,,ENGLAND,68310,,,,
07181364 LTD,7181364,Liquidation,ltd,,08-03-2010,[68310],,48 NUTFIELD ROAD,REDHILL,RH1 3EP,MERSTHAM,Surrey,,68310,,,,
07268358 LTD,7268358,Liquidation,ltd,,28-05-2010,[68310],,LYNTON HOUSE 7-12,LONDON,WC1H 9LT,TAVISTOCK SQUARE,,,68310,,,,
07819132 LTD,7819132,Active,ltd,,21-10-2011,[68310],,TWELVE QUAYS HOUSE,WIRRAL,CH41 1LD,EGERTON WHARF,,UNITED KINGDOM,68310,,,,
1 ABILITY ESTATE AGENTS LIMITED,10766869,Active,ltd,,12-05-2017,[68310],,18 PILGRIMAGE STREET,LONDON,SE1 4LL,,,ENGLAND,68310,,,,
1 AGENT LONDON LTD,13132305,Active,ltd,,13-01-2021,[68310],,86-90 PAUL STREET,LONDON,EC2A 4NE,,England,UNITED KINGDOM,68310,,,,
1 AGENT LTD,SC518341,Active,ltd,,20-10-2015,[68310],,62 TELFORD GARDENS,INVERNESS,IV3 5LQ,,,SCOTLAND,68310,,,,
1 CLICK MOVE MCR LIMITED,10942248,Active,ltd,,01-09-2017,[68310],,CAPITAL HOUSE 272 MANCHESTER ROAD,MANCHESTER,M43 6PW,DROYLSDEN,,UNITED KINGDOM,68310,,,,
1 INVESTMENTS GROUP LIMITED,12409081,Active,ltd,,17-01-2020,[68310],,1 PAVILLION SQUARE,BOLTON,BL5 3AJ,CRICKETERS WAY,,ENGLAND,68310,,,,
1 MOVE AWAY LIMITED,14022924,Active,ltd,,04-04-2022,[68310],,6 OXFORD CLOSE,MITCHAM,CR4 1DY,,Surrey,UNITED KINGDOM,68310,,,,
1 RESIDENTIAL LIMITED,8862193,Active,ltd,,27-01-2014,[68310],,27 OLD GLOUCESTER STREET,LONDON,WC1N 3AX,,,UNITED KINGDOM,68310,,,,
1 STOP LETTINGS (ABER) LIMITED,7588537,Active,ltd,,01-04-2011,[68310],,22 TERRACE ROAD,ABERYSTWYTH,SY23 1NP,,Ceredigion,,68310,,,,
1 STOP PROPERTIES (GLASGOW) LIMITED,SC278997,Active,ltd,,27-01-2005,[68310],,2 WOODSIDE PLACE,GLASGOW,G3 7QF,,,SCOTLAND,68310,,,,
1 VUE LIMITED,SC594310,Active,ltd,,13-04-2018,[68310],,4 WEST HEATHER ROAD,INVERNESS,IV2 4WS,,,UNITED KINGDOM,68310,,,,
1.2.1 HOUSES LIMITED,13541214,Active,ltd,,30-07-2021,[68310],,7 ASHDOWN GROVE,WALSALL,WS2 8BG,,,ENGLAND,68310,,,,
10 RALEIGH CLOSE FREEHOLD LIMITED,6920674,Active,ltd,,01-06-2009,[68310],,NICHOLAS HOUSE,ENFIELD,EN1 3FG,RIVER FRONT,,,68310,,,,
100 ACRE ESTATES LTD,13411167,Active,ltd,,20-05-2021,[68310],,48 HYLTON STREET,BIRMINGHAM,B18 6HN,,,ENGLAND,68310,,,,
101 GROUP LIMITED,12976164,Active - Proposal to Strike off,ltd,,27-10-2020,[68310],,36 SOUTH STREET,WORTHING,BN14 7LH,TARRING,,ENGLAND,68310,,,,
103 ALLERTON ROAD LTD,10988418,Active,ltd,,29-09-2017,[68310],,PENNY LANE BUSINESS CENTRE,LIVERPOOL,L15 5AN,374 SMITHDOWN ROAD,,ENGLAND,68310,,,,
107 WESTERN ROAD LIMITED,9459381,Active,ltd,,26-02-2015,[68310],,2 BODICEA MEWS,HOUNSLOW,TW4 5LB,,Middlesex,,68310,,,,
108 ALDERNEY STREET MANAGEMENT COMPANY LIMITED,5422721,Active,ltd,,12-04-2005,[68310],,FAIR OAK,PETERSFIELD,GU31 5HR,ROGATE,,ENGLAND,68310,,,,
108 LETTINGS & PROPERTY MANAGEMENT LTD,11220974,Active,ltd,,22-02-2018,[68310],,29-31 FINEDON ROAD,WELLINGBOROUGH,NN8 4AS,,NORTHANTS,UNITED KINGDOM,68310,,,,
10HOMES LTD,13129355,Active,ltd,,12-01-2021,[68310],,412 AIDAN HOUSE,GATESHEAD,NE8 3HU,SUNDERLAND ROAD,,UNITED KINGDOM,68310,,,,
10X MANAGEMENT LTD,13015919,Active,ltd,,13-11-2020,[68310],,KEYS COURT 82-84,BIRMINGHAM,B12 0RT,MOSELEY STREET,,ENGLAND,68310,,,,
110 ST GEORGES ROAD LIMITED,5975140,Active,ltd,,23-10-2006,[68310],,EAST LODGE,HASSOCKS,BN6 9EP,BELMONT LANE,,ENGLAND,68310,,,,
111 LAND LTD,9686479,Active - Proposal to Strike off,ltd,,15-07-2015,[68310],,CLARENCE STREET CHAMBERS,SOUTHEND-ON-SEA,SS1 1BD,32 CLARENCE STREET,Essex,ENGLAND,68310,,,,
11595739 LTD,11595739,Active,ltd,,29-09-2018,[68310],,26 WINDSOR ROAD,SLOUGH,SL1 2EJ,,Berkshire,ENGLAND,68310,,,,
11X PROPERTIES LTD,14379020,Active,ltd,,27-09-2022,[68310],,6 COWSLIP ROAD,HOLMES CHAPEL,CW4 7GH,,Cheshire,UNITED KINGDOM,68310,,,,
12 LANE LIMITED,13908556,Active,ltd,,10-02-2022,[68310],,2 DEBDALE ROAD,WELLINGBOROUGH,NN8 5AA,,,ENGLAND,68310,,,,
123 HOME SALES LIMITED,8486065,Active,ltd,,12-04-2013,[68310],,THE HALL,LIVERSEDGE,WF15 7DP,LIVERSEDGE HALL LANE,West Yorkshire,UNITED KINGDOM,68310,,,,
123ESTATEAGENT LTD,11524219,Active,ltd,,17-08-2018,[68310],,"SUITE 5, 1-2 LEONARD PLACE,",KESTON,BR2 6HQ,WESTERHAM ROAD,Kent,ENGLAND,68310,,,,
12490519 LTD,12490519,Active,ltd,,28-02-2020,[68310],,"FLAT 10, VINCENT COURT",LONDON,W1H 2ND,SEYMOUR PLACE,,UNITED KINGDOM,68310,,,,
126 HIGH ROAD RTM COMPANY LIMITED,5313240,Active,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",,14-12-2004,[68310],,62 CHASE SIDE,LONDON,N14 5PA,SOUTHGATE,,,68310,,,,
126/128 LOWER CLAPTON ROAD (HACKNEY) RTM COMPANY LIMITED,10473319,Active,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",,10-11-2016,[68310],,DEVONSHIRE HOUSE,BROMLEY,BR1 1LT,29/31 ELMFIELD ROAD,,ENGLAND,68310,,,,
133 HOLGATE ROAD MANAGEMENT COMPANY LIMITED,4391402,Active,ltd,,11-03-2002,[68310],,STONE COTTAGE CHAPEL GREEN,YORK,YO23 7DN,APPLETON ROEBUCK,North Yorkshire,,68310,,,,
13456198 LTD,13456198,Active - Proposal to Strike off,ltd,,15-06-2021,[68310],,20-22 WENLOCK ROAD,LONDON,N1 7GU,,,ENGLAND,68310,,,,
13989149 LTD,14228351,Active,ltd,,12-07-2022,[68310],,35 CORPORATION AVENUE,HOUNSLOW,TW4 6AX,,,UNITED KINGDOM,68310,,,,
14 ORCA LIMITED,13289999,Active,ltd,,24-03-2021,[68310],,81 RYFIELD COURT 81 JOEL STREET,NORTHWOOD HILLS,HA6 1LL,NORTHWOOD HILLS,Middlesex,UNITED KINGDOM,68310,,,,
149 ENDLESHAM ROAD LIMITED,6513617,Active,ltd,,26-02-2008,[68310],,149 ENDLESHAM ROAD,LONDON,SW12 8JN,ENDLESHAM ROAD,,ENGLAND,68310,,,,
15 COLLEGE ROAD MANAGEMENT COMPANY LIMITED,6441399,Active,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",,30-11-2007,[68310],,15 COLLEGE ROAD,HERTFORDSHIRE,AL1 5ND,ST ALBANS,,,68310,,,,
15 MOWBRAY ROAD LIMITED,3617176,Active,ltd,,18-08-1998,[68310],,15 MOWBRAY ROAD,,NW6 7QX,LONDON,,,68310,,,,
15 UPPER BRIDGE ROAD RESIDENTS LIMITED,11307952,Active,ltd,,13-04-2018,[68310],,6 HOWSON ROAD,LONDON,SE4 2AS,,,ENGLAND,68310,,,,
1511 PROPERTIES LTD,13242148,Active,ltd,,03-03-2021,[68310],,GROUND FLOOR CAVENDISH HOUSE LITTLEWOOD DRIVE,CLECKHEATON,BD19 4TE,WEST 26 BUSINESS PARK,,UNITED KINGDOM,68310,,,,
159 - 163 KNOLLYS ROAD LTD,7960291,Active,ltd,,22-02-2012,[68310],,IVEBURY COURT,LONDON,W10 6RA,325 LATIMER ROAD,,UNITED KINGDOM,68310,,,,
15K LIMITED,7163016,Active,ltd,,19-02-2010,[68310],,65 DELAMERE ROAD,HAYES,UB4 0NN,,Middlesex,,68310,,,,
17 GROSVENOR ROAD MANAGEMENT LTD,10054203,Active,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",,10-03-2016,[68310],,17D GROSVENOR ROAD,LONDON,E11 2EW,,,UNITED KINGDOM,68310,,,,
171-177 PARK ROAD UXBRIDGE LIMITED,4091626,Active,ltd,,17-10-2000,[68310],,21 BRIDGE STREET,MIDDLESEX,HA5 3HX,PINNER,,,68310,,,,
18 DUFFERIN STREET (MANAGEMENT) LIMITED,3347452,Active,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",,08-04-1997,[68310],,NORTHSIDE HOUSE,BARNET,EN4 9EE,MOUNT PLEASANT,Hertfordshire,,68310,,,,
18 KUBER PLUTUS LTD,13700120,Active,ltd,,24-10-2021,[68310],,"FLAT 20, TAMRIND HOUSE",PINNER,HA5 3LW,UXBRIDGE ROAD,,ENGLAND,68310,,,,
19 THORNHILL ROAD RTM COMPANY LIMITED,10054039,Active,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",,09-03-2016,[68310],,NORTH POINT,SHREWSBURY,SY1 3BF,"STAFFORD DRIVE, BATTLEFIELD ENTERPRISE PARK",SHROPSHIRE,ENGLAND,68310,,,,
1954 LIMITED,13639589,Active,ltd,,23-09-2021,[68310],,1001 HIGHGATE STUDIOS,KENTISH TOWN,NW5 1TL,"53-79, HIGHGATE ROAD",London,UNITED KINGDOM,68310,,,,
1978 SURVEYORS LTD,13525949,Active,ltd,,22-07-2021,[68310],,6 PARKSIDE COURT,LICHFIELD,WS13 7FE,GREENHOUGH ROAD,,ENGLAND,68310,,,,
1983 ESTATE AGENTS LTD,12071376,Active,ltd,,26-06-2019,[68310],,AVC HOUSE,SWANSEA,SA1 4EH,21 NORTHAMPTON LANE,,WALES,68310,,,,
1ST AVENUE ESTATE AGENCY (SCOTLAND) LTD,SC673968,Active,ltd,,11-09-2020,[68310],,121 NETHERGATE,DUNDEE,DD1 4DW,,,UNITED KINGDOM,68310,,,,
1ST AVENUE ESTATE AGENCY LTD,SC520517,Liquidation,ltd,,17-11-2015,[68310],,ITEK HOUSE,GLENROTHES,KY7 4NS,NEWARK ROAD SOUTH,FIFE,,68310,,,,
1ST CALL SALES & LETTINGS LIMITED,6160445,Active,ltd,,14-03-2007,[68310],,THE OLD COURT HOUSE,CHATHAM,ME4 6BE,NEW ROAD AVENUE,Kent,ENGLAND,68310,,,,
1ST CHOICE ESTATE & LETTINGS LIMITED,6041111,Active,ltd,,04-01-2007,[68310],,1B STILE HALL PARADE,LONDON,W4 3AG,STILE HALL PARADE,,ENGLAND,68310,,,,
1ST CHOICE ESTATES LTD,5188674,Active,ltd,,23-07-2004,[68310],,98 COLDHARBOUR LANE,LONDON,SE5 9PU,CAMBERWELL,,,68310,,,,
1ST CHOICE FOR PROPERTY U.K. LTD,11926994,Active,ltd,,04-04-2019,[68310],,OXFORD HOUSE SIXTH AVENUE,DONCASTER,DN9 3GG,AUCKLEY,South Yorkshire,ENGLAND,68310,,,,
1ST DEGREE INVENTORY LIMITED,12544645,Active,ltd,,02-04-2020,[68310],,"1 COPSEWOOD, THE AVENUE",STOCKTON-ON-TEES,TS16 9AS,EAGLESCLIFFE,,ENGLAND,68310,,,,
1ST FIELD PROPERTIES AND MANAGEMENT LIMITED,4636961,Active,ltd,,14-01-2003,[68310],,81 WALES ROAD,SHEFFIELD,S26 6RA,KIVETON PARK,,ENGLAND,68310,,,,
1ST PREMIER PROPERTIES LTD,12566240,Active,ltd,,21-04-2020,[68310],,236 BRIGSTOCK ROAD,THORNTON HEATH,CR7 7JD,,,ENGLAND,68310,,,,
1ST PROPERTY MANAGEMENT AND SERVICES LTD,9299147,Active,ltd,,06-11-2014,[68310],,CERVANTES HOUSE,"HARROW, MIDDLESEX",HA1 1PD,5-9 HEADSTONE ROAD,,ENGLAND,68310,,,,
